#{"t_start": 1662482683.1531248, "env_id": null}
r,l,t,is_success
-31.037748,5,521.673005,False
-19.777775,9,525.988165,False
-21.777775,10,530.821259,False
-14.0,3,534.894964,False
-16.0,4,538.43254,False
-18.888887,7,543.705575,False
-14.0,3,547.488545,False
-10.96438,6,551.708045,False
-13.777775,6,555.478709,False
-14.0,3,559.263063,False
-14.0,3,562.909862,False
-14.0,3,566.812174,False
-14.0,3,570.950361,False
-16.0,4,574.791393,False
-14.0,3,578.729238,False
-13.926632,6,582.426038,False
-16.666662,9,586.72472,False
-13.777775,6,590.646192,False
-16.0,4,594.669387,False
-14.888887,5,598.775212,False
-16.0,4,602.567115,False
-14.888887,5,606.472148,False
-17.777775,8,611.276278,False
-18.0,5,615.21971,False
-14.0,3,618.70399,False
-18.0,5,622.366238,False
-14.0,3,626.453577,False
-15.777775,7,630.474844,False
-155.03775,19,636.756845,False
-14.0,3,640.724799,False
-18.888887,7,644.893185,False
-16.0,4,648.609048,False
-18.0,5,653.091455,False
-14.0,3,656.997361,False
-14.0,3,660.698527,False
-16.0,4,664.591483,False
-14.0,3,668.192635,False
-16.0,4,672.111561,False
-14.0,3,675.665935,False
-18.0,5,679.536525,False
-23.7799,18,684.305918,False
-14.0,3,688.183949,False
-14.888887,5,692.598006,False
-22.0,7,696.955167,False
-20.0,6,701.022707,False
-14.0,3,705.419256,False
-14.0,3,709.340421,False
-10.96438,6,713.398307,False
-26.0,9,717.476139,False
-16.0,4,721.141353,False
-14.0,3,724.949442,False
-14.0,3,728.581516,False
-14.0,3,732.25301,False
-16.0,4,736.248577,False
-16.0,4,739.992847,False
-14.0,3,745.570724,False
-16.0,4,749.495624,False
-14.0,3,752.964528,False
-14.0,3,756.730655,False
-14.0,3,760.278141,False
-14.0,3,764.124284,False
-14.0,3,768.151764,False
-14.0,3,772.05314,False
-14.0,3,775.664687,False
-14.888887,5,779.557586,False
-34.075493,8,783.571271,False
-11.777775,5,787.419665,False
-14.0,3,791.200993,False
-16.0,4,795.110742,False
-16.0,4,799.159281,False
-14.0,3,803.152204,False
-14.0,3,806.737885,False
-14.0,3,810.240778,False
-14.0,3,813.824148,False
-14.888887,5,817.958104,False
-14.0,3,821.591467,False
-12.96438,7,825.444673,False
-14.0,3,829.437207,False
-14.888887,5,833.269163,False
-14.0,3,837.098289,False
-16.0,4,841.227337,False
-16.0,4,845.376657,False
-16.0,4,849.65809,False
-14.0,3,853.275831,False
-14.0,3,857.366054,False
-14.0,3,861.279044,False
-14.0,3,865.169769,False
-14.0,3,868.828338,False
-11.926632,5,872.730725,False
-11.926632,5,877.501945,False
-14.0,3,881.224058,False
-14.0,3,884.789001,False
-14.0,3,888.462871,False
-16.0,4,892.603155,False
-14.0,3,896.306538,False
-16.0,4,900.17009,False
-14.0,3,904.165602,False
-14.0,3,907.979944,False
-14.0,3,911.698848,False
-16.888887,6,915.602598,False
-14.0,3,919.474184,False
-14.0,3,923.324435,False
-14.0,3,927.497487,False
-16.0,4,931.253322,False
-14.0,3,935.320554,False
-14.888887,5,939.462229,False
-14.0,3,942.896719,False
-14.0,3,946.562428,False
-16.0,4,950.15516,False
-14.888887,5,954.139322,False
-14.0,3,957.828931,False
-16.0,4,962.000842,False
-14.0,3,965.930266,False
-14.0,3,969.805494,False
-14.0,3,973.669679,False
-12.888887,4,978.070858,False
-14.0,3,982.08768,False
-16.0,4,985.798052,False
-14.0,3,989.6917,False
-16.0,4,993.436158,False
-14.0,3,997.265531,False
-14.0,3,1000.685854,False
-14.888887,5,1004.980208,False
-14.0,3,1009.056519,False
-14.0,3,1012.944142,False
-14.0,3,1016.774293,False
-13.926632,6,1021.586509,False
-16.0,4,1025.517946,False
-16.0,4,1029.567074,False
-16.0,4,1033.3245,False
-14.0,3,1037.08999,False
-14.0,3,1041.011473,False
-14.0,3,1045.130017,False
-14.0,3,1048.845758,False
-14.0,3,1053.103209,False
-16.0,4,1057.066158,False
-11.853268,8,1060.992664,False
-18.0,5,1064.939771,False
-14.0,3,1068.418483,False
-18.0,5,1072.430897,False
-14.0,3,1076.123488,False
-16.0,4,1079.935398,False
-11.926632,5,1084.394764,False
-16.0,4,1088.375224,False
-16.888887,6,1092.410298,False
-14.0,3,1096.034621,False
-14.0,3,1099.707424,False
-16.0,4,1103.431514,False
-18.0,5,1107.590927,False
-14.0,3,1111.294097,False
-14.0,3,1114.97375,False
-14.0,3,1118.474368,False
-14.0,3,1122.48549,False
-14.0,3,1126.081189,False
-16.0,4,1129.603009,False
-14.0,3,1133.218114,False
-14.0,3,1136.798525,False
-14.0,3,1140.777354,False
-14.0,3,1144.55754,False
-14.0,3,1149.582759,False
-14.0,3,1153.730159,False
-14.0,3,1157.604177,False
-13.926632,6,1161.9215,False
-16.0,4,1165.732475,False
-14.0,3,1169.516905,False
-14.0,3,1173.542309,False
-14.0,3,1177.301746,False
-14.0,3,1180.721474,False
-12.888887,4,1184.428639,False
-14.0,3,1188.096679,False
-12.888887,4,1192.111485,False
-13.926632,6,1195.961185,False
-14.0,3,1200.026818,False
-14.0,3,1203.98662,False
-14.0,3,1207.741525,False
-16.0,4,1211.304613,False
-11.926632,5,1215.365287,False
-14.0,3,1219.035517,False
-14.0,3,1222.795705,False
-11.926632,5,1226.683208,False
-12.96438,8,1230.542454,False
-16.0,4,1234.379211,False
-14.0,3,1238.772376,False
-14.0,3,1242.374053,False
-14.0,3,1246.505463,False
-14.0,3,1250.336493,False
-14.0,3,1254.184504,False
-14.0,3,1258.01087,False
-14.0,3,1261.735212,False
-14.0,3,1265.608207,False
-11.926632,5,1269.136722,False
-16.0,4,1273.050219,False
-16.0,4,1276.501221,False
-14.0,3,1280.155948,False
-12.888887,4,1285.083178,False
-16.0,4,1289.26431,False
-14.0,3,1293.213554,False
-8.891012,8,1297.520605,False
-16.0,4,1301.241761,False
-14.0,3,1304.636636,False
-14.0,3,1308.411056,False
-14.0,3,1312.151215,False
-13.926632,6,1316.326723,False
-13.777775,6,1320.272292,False
-14.0,3,1323.91364,False
-16.0,4,1327.511966,False
-16.0,4,1331.132023,False
-14.0,3,1334.877245,False
-12.888887,4,1338.632034,False
-14.0,3,1342.836073,False
-14.0,3,1346.718404,False
-14.0,3,1350.384435,False
-16.0,4,1354.136806,False
-11.926632,6,1358.190638,False
-14.0,3,1362.108056,False
-14.0,3,1365.922701,False
-12.888887,4,1369.916095,False
-11.926632,5,1373.80015,False
-12.888887,4,1377.783189,False
-14.888887,5,1381.483512,False
-14.0,3,1385.412544,False
-16.0,4,1389.204988,False
-16.0,4,1393.661878,False
-14.0,3,1397.113625,False
-14.0,3,1401.274244,False
-14.0,3,1405.103301,False
-14.0,3,1408.858508,False
-10.96438,6,1413.903582,False
-13.926632,6,1418.031909,False
-16.0,4,1422.011672,False
-34.075493,8,1426.010979,False
-14.0,3,1429.847128,False
-14.0,3,1433.742559,False
-61.03775,12,1438.230155,False
-16.0,4,1441.948511,False
-14.0,3,1445.740406,False
-16.0,4,1449.408669,False
-16.0,4,1453.74857,False
-14.0,3,1457.950872,False
-14.0,3,1461.671099,False
-11.926632,5,1465.464648,False
-25.444437,6,1468.901317,False
-14.0,3,1473.366087,False
-14.0,3,1477.153342,False
-24.888887,10,1481.375238,False
-12.888887,4,1485.077177,False
-14.0,3,1488.72678,False
-14.0,3,1492.716667,False
-10.815519,8,1496.937898,False
-16.0,4,1500.778238,False
-14.0,3,1504.6801,False
-24.888887,10,1508.889494,False
-14.0,3,1512.804314,False
-16.0,4,1518.055197,False
-14.0,3,1521.625798,False
-25.444437,6,1525.597929,False
-14.0,3,1529.46027,False
-14.0,3,1533.3239,False
-33.926632,9,1537.216012,False
-14.0,3,1541.076298,False
-32.96438,10,1545.048241,False
-14.0,3,1548.754262,False
-11.853268,8,1553.615199,False
-12.888887,4,1557.680205,False
-14.0,3,1561.706853,False
-14.0,3,1565.504186,False
-14.0,3,1569.143908,False
-14.0,3,1572.522203,False
-14.0,3,1576.022708,False
-14.0,3,1579.997988,False
-16.0,4,1584.089694,False
-14.0,3,1588.006564,False
-16.0,4,1591.837512,False
-12.96438,7,1595.929037,False
-12.888887,4,1599.877837,False
-14.0,3,1603.878546,False
-14.0,3,1607.979922,False
-14.0,3,1611.629169,False
-14.0,3,1615.181869,False
-14.0,3,1618.768222,False
-11.853268,8,1622.952237,False
-14.0,3,1626.833647,False
-14.0,3,1631.203957,False
-14.0,3,1634.709818,False
-14.0,3,1639.885722,False
-14.0,3,1643.407903,False
-14.0,3,1646.943695,False
-16.0,4,1650.791928,False
-14.0,3,1654.67682,False
-16.888887,6,1658.741492,False
-14.0,3,1662.605933,False
-14.0,3,1666.104279,False
-12.888887,4,1669.950629,False
-16.0,4,1673.857244,False
-16.0,4,1677.375861,False
-14.0,3,1680.964553,False
-14.0,3,1684.480551,False
-14.0,3,1688.063345,False
-12.815519,7,1691.719227,False
-14.0,3,1695.732273,False
-12.888887,4,1699.715814,False
-10.96438,6,1703.65064,False
-14.0,3,1707.90572,False
-13.926632,7,1712.045116,False
-14.0,3,1715.965864,False
-14.0,3,1719.707196,False
-14.0,3,1723.595269,False
-11.926632,5,1727.368635,False
-14.0,3,1731.243722,False
-11.926632,5,1735.40033,False
-12.888887,4,1739.364531,False
-18.0,5,1743.514111,False
-14.0,3,1747.377895,False
-11.853268,8,1751.520353,False
-18.0,5,1755.391394,False
-11.853268,9,1760.914012,False
-14.0,3,1764.930483,False
-14.0,3,1768.735896,False
-15.926636,7,1772.829051,False
-11.926632,5,1776.472991,False
-10.742155,9,1780.762378,False
-16.0,4,1784.546017,False
-14.888887,5,1789.098605,False
-14.0,3,1792.887053,False
-14.0,3,1796.740575,False
-14.0,3,1800.689449,False
-11.704407,8,1805.072329,False
-16.0,4,1808.887747,False
-14.0,3,1812.626664,False
-11.926632,5,1816.460371,False
-80.48217,22,1821.856781,False
-11.926632,5,1825.261974,False
-11.926632,5,1829.356598,False
-14.0,3,1833.040019,False
-14.0,3,1836.773882,False
-12.888887,4,1840.757813,False
-14.0,3,1844.486986,False
-14.0,3,1848.20435,False
-11.704411,8,1852.262179,False
-14.0,3,1857.867751,False
-14.0,3,1861.448759,False
-11.926632,6,1865.389007,False
-16.0,4,1869.691095,False
-14.0,3,1873.674225,False
-14.0,3,1877.451123,False
-11.926632,5,1881.02652,False
-12.888887,4,1884.891607,False
-14.0,3,1889.093797,False
-16.0,4,1893.094996,False
-14.0,3,1896.948621,False
-14.0,3,1900.643156,False
-14.0,3,1904.166874,False
-6.8176475,10,1908.601115,False
-12.815523,7,1912.672987,False
-14.0,3,1916.632071,False
-14.0,3,1920.610236,False
-14.0,3,1924.348251,False
-16.0,4,1928.041581,False
-11.926632,5,1932.050613,False
-14.0,3,1936.227628,False
-14.0,3,1939.799964,False
-11.926632,5,1943.566429,False
-14.0,3,1948.097723,False
-14.0,3,1951.668979,False
-12.888887,4,1955.700032,False
-14.0,3,1959.323113,False
-14.0,3,1962.703153,False
-14.0,3,1966.598014,False
-83.297714,21,1973.075281,False
-16.0,4,1976.749626,False
-14.0,3,1980.663347,False
-12.888887,4,1984.66581,False
-14.0,3,1988.305352,False
-14.0,3,1992.069727,False
-14.0,3,1995.95291,False
-14.0,3,1999.359134,False
-12.888887,4,2003.363476,False
-10.96438,6,2007.179221,False
-14.0,3,2010.737369,False
-11.926632,5,2014.730272,False
-14.0,3,2018.597081,False
-14.0,3,2021.951601,False
-14.0,3,2026.239571,False
-14.0,3,2029.821522,False
-14.0,3,2033.955079,False
-16.0,4,2037.770542,False
-14.0,3,2041.453782,False
-14.0,3,2045.313729,False
-16.0,4,2049.090579,False
-14.0,3,2053.322486,False
-16.0,4,2056.972426,False
-14.0,3,2060.641444,False
-14.0,3,2064.672419,False
-14.0,3,2068.626131,False
-14.0,3,2072.202153,False
-16.0,4,2076.737921,False
-14.0,3,2080.600909,False
-14.0,3,2084.48474,False
-14.0,3,2088.231214,False
-14.0,3,2091.631079,False
-11.926632,5,2095.802554,False
-14.0,3,2099.327278,False
-14.0,3,2103.51358,False
-14.0,3,2107.587074,False
-14.0,3,2111.511874,False
-16.0,4,2116.432976,False
-14.0,3,2119.868963,False
-14.0,3,2123.618068,False
-12.888887,4,2127.392715,False
-11.704411,8,2131.666804,False
-11.926632,5,2135.530248,False
-14.0,3,2139.455684,False
-20.0,6,2143.712096,False
-14.0,3,2147.506882,False
-14.0,3,2151.390596,False
-14.0,3,2155.190287,False
-14.0,3,2158.611509,False
-11.926632,5,2162.783473,False
-14.0,3,2166.232364,False
-14.0,3,2169.958581,False
-12.888887,4,2173.721789,False
-14.0,3,2177.282585,False
-12.815523,7,2181.528573,False
-14.0,3,2185.549689,False
-16.0,4,2189.405846,False
-16.0,4,2193.28076,False
-14.0,3,2196.903738,False
-14.0,3,2200.71295,False
-7.706535,12,2205.128676,False
-14.0,3,2209.003715,False
-14.0,3,2213.013694,False
-14.0,3,2216.825784,False
-14.0,3,2221.172003,False
-14.0,3,2224.945812,False
-18.888887,7,2228.992472,False
-11.926632,5,2232.804917,False
-14.0,3,2238.344281,False
-14.0,3,2242.302723,False
-14.0,3,2245.871203,False
-14.0,3,2249.355518,False
-14.0,3,2252.976358,False
-14.0,3,2256.576066,False
-14.0,3,2260.972991,False
-14.0,3,2264.956272,False
-14.0,3,2268.929195,False
-10.891016,9,2273.265455,False
-12.888887,4,2277.240868,False
-76.888885,13,2281.336602,False
-14.0,3,2285.31453,False
-14.0,3,2288.775185,False
-14.0,3,2292.709627,False
-14.0,3,2296.473053,False
-55.15097,21,2301.37843,False
-12.815519,7,2305.15579,False
-14.0,3,2308.704819,False
-18.888887,7,2312.800995,False
-43.926632,10,2316.905011,False
-14.0,3,2320.567443,False
-14.0,3,2323.928257,False
-7.779899,9,2328.114505,False
-14.0,3,2333.52001,False
-14.0,3,2337.30847,False
-14.0,3,2341.515995,False
-12.815523,7,2345.271049,False
-11.853268,8,2349.623144,False
-16.0,4,2353.409243,False
-14.0,3,2356.84113,False
-11.704407,8,2360.951009,False
-14.0,3,2364.943612,False
-14.0,3,2368.896556,False
-14.0,3,2372.499575,False
-14.0,3,2376.074032,False
-12.888887,4,2379.810489,False
-11.926632,5,2383.75661,False
-14.0,3,2387.502318,False
-14.0,3,2391.455954,False
-14.0,3,2395.318074,False
-11.926632,5,2399.274698,False
-14.0,3,2403.042956,False
-18.0,5,2406.928808,False
-14.0,3,2410.789646,False
-14.0,3,2414.394651,False
-14.0,3,2418.895225,False
-16.888887,6,2422.524798,False
-11.926632,5,2426.509242,False
-12.888887,4,2429.921463,False
-14.0,3,2433.741307,False
-14.0,3,2437.573798,False
-14.0,3,2441.223639,False
-16.0,4,2445.123722,False
-14.0,3,2449.161765,False
-16.888887,6,2453.144253,False
-12.888887,4,2458.254384,False
-13.926632,6,2462.000272,False
-14.0,3,2465.478851,False
-32.96438,9,2469.730292,False
-11.926632,5,2473.529511,False
-14.0,3,2477.438631,False
-14.0,3,2481.269571,False
-12.888887,4,2485.357683,False
-14.0,3,2489.102361,False
-14.0,3,2492.912194,False
-11.777775,5,2497.250023,False
-14.0,3,2501.112272,False
-26.33545,10,2505.326512,False
-12.888887,4,2509.347977,False
-19.777775,9,2513.616349,False
-16.888887,6,2517.649726,False
-53.371086,11,2521.931064,False
-14.0,3,2525.604738,False
-13.926632,6,2529.713594,False
-14.0,3,2533.663372,False
-14.0,3,2537.351804,False
-14.0,3,2540.693039,False
-14.0,3,2544.61617,False
-14.0,3,2548.120497,False
-14.0,3,2551.8679,False
-14.0,3,2555.672594,False
-14.0,3,2559.564845,False
-16.0,4,2563.292713,False
-14.0,3,2568.310942,False
-14.0,3,2571.984601,False
-14.0,3,2576.263559,False
-14.0,3,2579.851928,False
-12.888887,4,2583.816534,False
-14.0,3,2587.723125,False
-14.0,3,2591.244427,False
-11.926632,5,2595.298351,False
-11.926632,5,2598.883935,False
-12.888887,4,2603.082404,False
-12.888887,4,2606.984374,False
-14.0,3,2610.701995,False
-14.0,3,2614.543695,False
-10.742155,9,2618.52461,False
-14.0,3,2622.406132,False
-14.0,3,2626.259081,False
-11.926632,5,2630.360149,False
-14.0,3,2634.034186,False
-12.888887,4,2638.166346,False
-14.0,3,2641.75925,False
-21.444437,4,2645.695469,False
-12.888887,4,2649.685415,False
-16.0,4,2654.158109,False
-12.888887,4,2657.940189,False
-14.0,3,2662.095103,False
-14.0,3,2665.963837,False
-14.0,3,2669.848021,False
-14.0,3,2673.607825,False
-14.0,3,2677.553952,False
-14.0,3,2681.422398,False
-14.0,3,2685.359454,False
-14.0,3,2689.021155,False
-14.0,3,2692.723693,False
-14.0,3,2696.567845,False
-14.0,3,2700.124962,False
-10.96438,6,2705.360084,False
-14.0,3,2709.3988,False
-14.0,3,2713.379026,False
-16.0,4,2717.440454,False
-14.0,3,2721.342536,False
-16.0,4,2724.984169,False
-17.926632,8,2728.886158,False
-14.0,3,2733.072177,False
-14.0,3,2736.712432,False
-135.37108,25,2741.747151,False
-12.888887,4,2745.427318,False
-56.408806,14,2750.346682,False
-14.0,3,2754.308817,False
-14.0,3,2758.220396,False
-12.888887,4,2761.729672,False
-14.0,3,2765.19695,False
-14.0,3,2769.07766,False
-13.926632,6,2773.047441,False
-14.0,3,2776.998955,False
-14.0,3,2780.87435,False
-14.0,3,2784.857229,False
-14.0,3,2788.70132,False
-16.0,4,2792.772531,False
-11.926632,5,2796.35755,False
-14.0,3,2800.301592,False
-14.0,3,2804.040556,False
-14.0,3,2807.650871,False
-14.0,3,2814.287058,False
-14.0,3,2817.718892,False
-14.0,3,2821.584722,False
-71.44443,14,2826.194461,False
-14.0,3,2830.137641,False
-14.0,3,2833.867171,False
-12.815523,7,2838.115537,False
-25.444437,6,2842.185761,False
-18.0,5,2846.139019,False
-12.888887,4,2849.814729,False
-12.888887,4,2853.508999,False
-17.777775,8,2857.612986,False
-14.0,3,2860.964576,False
-12.888887,4,2864.478971,False
-14.0,3,2867.991052,False
-12.888887,4,2872.064002,False
-14.0,3,2875.89963,False
-14.0,3,2879.558101,False
-19.777775,9,2883.529722,False
-14.0,3,2887.387968,False
-14.0,3,2891.586983,False
-18.888887,7,2895.312003,False
-20.0,6,2899.425307,False
-12.888887,4,2903.059871,False
-14.0,3,2906.880706,False
-11.926632,5,2910.822996,False
-6.6687903,10,2916.751012,False
-14.0,3,2920.814127,False
-11.926632,5,2924.496593,False
-14.0,3,2927.733508,False
-14.0,3,2931.355567,False
-12.888887,4,2935.120206,False
-12.888887,4,2938.800016,False
-12.888887,4,2942.574207,False
-14.0,3,2946.414518,False
-11.926632,5,2950.3815,False
-14.0,3,2953.957993,False
-14.0,3,2957.895968,False
-14.0,3,2961.901228,False
-14.0,3,2965.519037,False
-14.0,3,2970.034036,False
-14.0,3,2973.943569,False
-14.0,3,2977.696937,False
-14.0,3,2981.708933,False
-14.0,3,2985.545551,False
-12.888887,4,2989.225981,False
-14.0,3,2993.272175,False
-14.0,3,2996.89702,False
-14.0,3,3000.701823,False
-14.0,3,3004.471005,False
-11.926632,5,3008.411873,False
-14.0,3,3012.055424,False
-12.888887,4,3016.174192,False
-12.888887,4,3019.992218,False
-14.0,3,3023.741821,False
-14.888887,5,3027.730937,False
-13.926632,6,3031.565325,False
-14.0,3,3035.126893,False
-14.0,3,3038.742066,False
-14.0,3,3042.370659,False
-16.0,4,3046.886356,False
-14.0,3,3050.384726,False
-14.0,3,3054.926616,False
-14.0,3,3058.527744,False
-14.0,3,3062.376768,False
-14.0,3,3065.773791,False
-14.0,3,3069.9032,False
-14.0,3,3073.782978,False
-12.888887,4,3077.544596,False
-14.0,3,3081.040432,False
-14.0,3,3084.962824,False
-7.779899,9,3089.094551,False
-14.0,3,3093.033613,False
-14.0,3,3096.732898,False
-12.888887,4,3100.142902,False
-12.888887,4,3104.275706,False
-16.0,4,3107.902328,False
-14.0,3,3111.457673,False
-11.926632,5,3115.471493,False
-16.0,4,3119.598623,False
-16.0,4,3123.981392,False
-14.0,3,3127.857423,False
-14.0,3,3131.955901,False
-14.0,3,3135.863857,False
-14.0,3,3139.278341,False
-16.0,4,3143.32293,False
-14.0,3,3146.964862,False
-57.297703,17,3151.4904,False
-11.926632,5,3155.413781,False
-14.0,3,3158.751321,False
-14.0,3,3162.60781,False
-14.0,3,3166.288569,False
-16.888887,6,3170.004213,False
-14.0,3,3175.403734,False
-12.888887,4,3179.469887,False
-16.0,4,3183.476549,False
-12.888887,4,3187.071766,False
-14.0,3,3190.880115,False
-12.888887,4,3194.522066,False
-14.0,3,3198.358806,False
-14.0,3,3202.885802,False
-14.0,3,3206.561717,False
-16.0,4,3210.2377,False
-14.0,3,3214.131588,False
-16.0,4,3218.12944,False
-14.0,3,3222.173328,False
-12.888887,4,3226.277198,False
-11.926632,5,3229.966933,False
-11.853268,8,3233.93423,False
-14.0,3,3237.640992,False
-14.0,3,3241.442419,False
-14.0,3,3245.38546,False
-14.0,3,3249.433748,False
-16.0,4,3253.297963,False
-10.96438,6,3257.554358,False
-14.0,3,3261.409685,False
-14.0,3,3265.385005,False
-11.926632,5,3269.519902,False
-14.0,3,3273.140512,False
-14.0,3,3276.82974,False
-14.0,3,3281.006145,False
-14.0,3,3284.527978,False
-14.0,3,3288.148544,False
-11.926632,5,3291.950762,False
-14.0,3,3295.623642,False
-14.0,3,3299.103724,False
-11.853268,8,3303.494431,False
-14.0,3,3308.522262,False
-14.0,3,3312.232148,False
-14.0,3,3315.822758,False
-14.0,3,3319.549887,False
-14.0,3,3323.28217,False
-12.888887,4,3327.309403,False
-14.0,3,3331.058156,False
-14.0,3,3335.062541,False
-14.0,3,3339.118268,False
-14.0,3,3342.709541,False
-14.0,3,3346.669687,False
-12.888887,4,3350.619627,False
-12.815519,7,3354.547237,False
-14.0,3,3358.82488,False
-11.926632,5,3362.501743,False
-11.926632,5,3366.595562,False
-14.0,3,3370.527512,False
-14.0,3,3374.459709,False
-10.888887,3,3378.233246,False
-14.0,3,3382.386718,False
-14.0,3,3386.349551,False
-12.742155,10,3390.946618,False
-14.0,3,3394.842891,False
-14.0,3,3398.908568,False
-14.0,3,3402.886762,False
-14.0,3,3406.59254,False
-16.0,4,3410.518058,False
-59.297703,18,3415.461851,False
-14.0,3,3419.300422,False
-14.0,3,3423.073885,False
-14.0,3,3427.071875,False
-16.0,4,3432.870266,False
-16.0,4,3436.549761,False
-53.371086,11,3441.46043,False
-12.888887,5,3445.249753,False
-12.888887,4,3449.138582,False
-16.0,4,3453.160676,False
-14.0,3,3456.732948,False
-14.0,3,3460.54849,False
-14.0,3,3464.535913,False
-16.0,4,3468.157376,False
-14.0,3,3472.345436,False
-14.0,3,3476.520389,False
-11.926632,5,3480.416685,False
-14.0,3,3484.213325,False
-14.0,3,3487.970054,False
-12.888887,4,3491.755792,False
-14.0,3,3495.41742,False
-14.0,3,3499.069595,False
-16.888887,6,3503.02806,False
-14.0,3,3507.020843,False
-14.0,3,3511.119313,False
-16.0,4,3514.932905,False
-14.0,3,3519.350951,False
-14.0,3,3522.843412,False
-14.0,3,3526.989269,False
-14.0,3,3531.11059,False
-14.0,3,3534.862923,False
-137.73724,34,3542.746082,False
-11.777775,5,3546.351419,False
-14.0,3,3550.378159,False
-14.0,3,3553.983678,False
-14.0,3,3557.662609,False
-14.0,3,3561.615301,False
-11.926632,5,3565.70109,False
-11.926632,5,3569.678304,False
-14.0,3,3573.831478,False
-14.0,3,3577.577767,False
-14.0,3,3581.31859,False
-14.0,3,3585.019956,False
-14.0,3,3588.567002,False
-12.888887,4,3592.310201,False
-14.0,3,3595.99563,False
-47.92662,13,3601.230323,False
-125.92662,20,3606.15449,False
-11.926632,5,3610.264295,False
-14.0,3,3613.631658,False
-11.926632,5,3617.658901,False
-14.0,3,3621.555597,False
-14.0,3,3625.164422,False
-14.0,3,3629.029058,False
-14.0,3,3632.994185,False
-14.0,3,3636.628654,False
-14.0,3,3640.670635,False
-14.0,3,3644.693431,False
-16.0,4,3648.329898,False
-14.0,3,3653.848969,False
-16.0,4,3657.462056,False
-14.0,3,3661.282877,False
-14.0,3,3664.851893,False
-14.0,3,3668.540175,False
-14.0,3,3672.467883,False
-14.0,3,3676.235789,False
-15.926632,7,3681.03966,False
-14.0,3,3684.697958,False
-14.0,3,3688.682467,False
-14.0,3,3692.646987,False
-14.0,3,3696.410643,False
